user_id,order_id,region,city_tier,customer_segment,product_category,sku,channel,is_premium,is_returned,subscription_status,order_date,signup_date,last_login,quantity,unit_price,discount_pct,shipping_days,delivery_score,nps,session_minutes,page_views,loyalty_points,age,income_k,comment,campaign_code,revenue,cost,margin
USR-10028,ORD-20240028,Самара,2,A,Мебель,SKU-3170-11,mobile,True,False,paused,2023-05-09,2021-03-26,2023-07-13 07:00,2,25.21,21.3,5,4.5,2.0,11.5,8,3664,36.0,83.7,Нормально,VIP,39.68,25.03,14.65
USR-10029,ORD-20240029,Екатеринбург,1,B,Спорт,SKU-6718-12,partner,False,False,trial,2023-02-27,2022-05-21,2023-01-05 03:00,3,39.73,8.8,6,5.0,7.0,12.1,11,3489,39.0,52.2,Дорого,PROMO10,108.7,67.61,41.09
USR-10030,ORD-20240030,Новосибирск,2,B,Продукты,SKU-2127-13,partner,False,False,paused,2023-05-02,2020-08-29,2023-01-29 22:00,4,23.8,6.0,2,4.7,5.0,37.6,4,4858,22.0,,Повторю заказ,PROMO10,89.49,50.61,38.88
USR-10031,ORD-20240031,СПб,1,D,Электроника,SKU-5002-14,mobile,True,False,paused,2023-01-01,2021-07-20,2023-06-14 09:00,2,53.03,5.3,1,3.8,4.0,34.1,7,680,19.0,69.0,Повторю заказ,SPRING24,100.44,67.65,32.79
USR-10032,ORD-20240032,Новосибирск,1,A,Одежда,SKU-7054-15,online,True,False,active,2023-08-27,2021-03-17,2023-12-05 21:00,2,34.36,8.1,7,3.1,3.0,50.0,9,2524,47.0,17.0,Скидка сработала,VIP,63.15,44.22,18.93
USR-10033,ORD-20240033,Екатеринбург,3,D,Одежда,SKU-5669-16,mobile,False,False,trial,2023-10-17,2021-07-28,2023-05-16 19:00,2,39.86,9.8,7,4.1,7.0,23.9,6,2120,64.0,78.4,,SPRING24,71.91,32.71,39.2
USR-10034,ORD-20240034,Казань,3,D,Одежда,SKU-3584-0,retail,False,False,trial,2023-04-06,2022-09-19,2023-12-31 03:00,2,150.42,15.9,10,4.1,7.0,19.0,6,4677,,146.1,,PROMO10,253.01,131.16,121.85
USR-10035,ORD-20240035,Москва,3,D,Книги,SKU-8179-1,partner,False,False,churned,2023-05-06,2021-10-16,2023-11-17 18:00,2,19.91,4.7,11,3.5,0.0,5.8,6,4357,21.0,,Нормально,NONE,37.95,26.01,11.94
USR-10036,ORD-20240036,СПб,1,C,Мебель,SKU-9900-2,online,False,False,trial,2023-04-28,2021-11-22,2023-12-08 01:00,3,78.55,7.3,10,4.6,8.0,25.9,15,1363,50.0,39.2,Повторю заказ,VIP,218.45,126.17,92.28
USR-10037,ORD-20240037,Самара,1,A,Одежда,SKU-5956-3,mobile,False,True,trial,2023-02-17,2021-10-09,2023-05-25 11:00,3,8.48,2.2,2,5.0,4.0,19.7,4,1331,30.0,80.8,,NONE,24.88,16.64,8.24
USR-10038,ORD-20240038,Новосибирск,2,A,Мебель,SKU-9666-4,online,False,False,active,2023-03-30,2020-12-04,2023-11-23 17:00,3,11.67,3.8,2,4.4,3.0,37.1,8,2292,37.0,97.2,Повторю заказ,SPRING24,33.68,19.01,14.67
USR-10039,ORD-20240039,Казань,2,C,Одежда,SKU-1128-5,retail,False,False,paused,2023-08-25,2022-03-01,2023-08-05 13:00,4,18.5,2.4,1,4.3,,48.3,14,1538,,76.0,Не понравилась упаковка,SPRING24,72.22,41.81,30.41
USR-10040,ORD-20240040,Казань,1,C,Продукты,SKU-5905-6,partner,False,False,trial,2024-01-08,2020-11-02,2023-10-28 21:00,2,19.15,2.6,10,3.5,5.0,32.1,7,3408,24.0,58.4,Дорого,WINTER23,37.3,18.74,18.56
USR-10041,ORD-20240041,СПб,2,A,Мебель,SKU-2697-7,mobile,True,False,trial,2024-01-20,2021-01-26,2023-05-12 11:00,3,40.94,7.7,8,,1.0,35.1,5,560,32.0,54.1,,VIP,113.36,60.67,52.69
USR-10042,ORD-20240042,СПб,1,C,Одежда,SKU-3200-8,online,False,False,active,2023-09-29,2021-11-04,2023-10-19 02:00,3,42.92,8.2,8,4.1,7.0,29.1,8,1099,40.0,54.0,Быстрая доставка,VIP,118.2,76.8,41.4
USR-10043,ORD-20240043,Казань,3,D,Электроника,SKU-5333-9,partner,False,False,trial,2023-07-08,2020-07-17,2023-03-11 16:00,4,31.81,16.2,1,3.8,6.0,32.2,10,1903,31.0,82.6,Дорого,SPRING24,106.63,63.23,43.4
USR-10044,ORD-20240044,Москва,1,B,Мебель,SKU-2891-10,partner,False,True,trial,2023-07-11,2021-09-02,2023-09-09 20:00,2,33.7,3.3,11,4.2,0.0,23.2,5,174,40.0,32.0,,NONE,65.18,45.99,19.19
USR-10045,ORD-20240045,Москва,2,D,Книги,SKU-2753-11,online,True,False,active,2023-03-10,2022-05-25,2023-10-02 10:00,3,48.92,7.2,8,4.5,4.0,25.7,8,2156,36.0,51.0,Быстрая доставка,VIP,136.19,99.6,36.59
USR-10046,ORD-20240046,Новосибирск,1,A,Электроника,SKU-3546-12,partner,False,False,churned,2023-10-05,2020-11-24,2023-12-30 00:00,2,57.87,1.5,9,4.3,5.0,56.7,10,2230,71.0,123.7,Быстрая доставка,SPRING24,114.0,71.68,42.32
USR-10047,ORD-20240047,Москва,2,C,Электроника,SKU-5462-13,partner,False,False,churned,2023-12-15,2021-01-13,2023-07-01 13:00,1,17.64,2.1,4,5.0,3.0,33.0,6,4287,46.0,125.9,,WINTER23,17.27,12.09,5.18
USR-10048,ORD-20240048,Казань,2,B,Спорт,SKU-5616-14,mobile,True,False,trial,2023-09-04,2022-08-26,2023-06-16 15:00,2,29.99,3.8,1,4.5,1.0,21.7,9,4160,37.0,31.0,Дорого,PROMO10,57.7,31.81,25.89
USR-10049,ORD-20240049,Казань,1,A,Книги,SKU-4450-15,partner,True,False,trial,2023-03-17,2021-06-03,2023-04-01 03:00,2,35.22,1.9,1,4.0,3.0,16.7,13,3920,46.0,36.3,Скидка сработала,VIP,69.1,40.56,28.54
USR-10050,ORD-20240050,Екатеринбург,3,C,Электроника,SKU-6617-16,mobile,False,False,paused,2023-06-03,2022-08-29,2023-07-21 13:00,6,47.8,10.1,3,4.5,0.0,24.7,5,1497,41.0,53.4,Нормально,PROMO10,257.83,176.67,81.16
USR-10051,ORD-20240051,Казань,3,B,Электроника,SKU-4335-0,partner,True,False,trial,2023-05-24,2021-02-07,2023-12-12 11:00,4,23.93,9.2,5,4.5,6.0,50.5,11,3854,35.0,90.2,Быстрая доставка,NONE,86.91,50.19,36.72
USR-10052,ORD-20240052,Москва,3,B,Одежда,SKU-5325-1,retail,True,False,paused,2023-03-27,2021-02-08,2023-01-19 20:00,2,34.85,7.0,5,3.3,1.0,37.5,10,3171,27.0,26.5,,WINTER23,64.82,41.76,23.06
USR-10053,ORD-20240053,Самара,3,C,Одежда,SKU-9280-2,retail,False,False,churned,2023-07-04,2022-05-27,2023-02-08 14:00,4,37.21,5.1,9,5.0,1.0,2.4,12,1567,58.0,58.9,Скидка сработала,VIP,141.25,72.2,69.05
USR-10054,ORD-20240054,Новосибирск,2,B,Мебель,SKU-9004-3,mobile,False,False,trial,2023-10-12,2020-11-27,2023-05-06 22:00,4,24.84,1.1,10,4.0,8.0,29.4,10,1151,25.0,48.7,Скидка сработала,PROMO10,98.27,63.67,34.6
USR-10055,ORD-20240055,Екатеринбург,3,A,Мебель,SKU-5114-4,mobile,True,False,trial,2023-08-08,2022-10-27,2023-06-22 04:00,2,24.52,2.7,2,4.0,4.0,16.6,11,368,43.0,109.6,Скидка сработала,PROMO10,47.72,35.04,12.68
USR-10056,ORD-20240056,Москва,1,C,Мебель,SKU-1832-5,retail,False,False,active,2023-03-10,2020-10-14,2023-05-21 13:00,2,38.64,9.2,2,4.7,1.0,53.3,6,4946,46.0,28.4,Не понравилась упаковка,SPRING24,70.17,51.69,18.48
USR-10057,ORD-20240057,Новосибирск,1,D,Одежда,SKU-2512-6,partner,False,False,trial,2023-02-16,2021-11-29,2023-08-30 05:00,2,34.07,8.9,6,4.7,10.0,14.3,8,42,27.0,62.9,Дорого,PROMO10,62.08,42.78,19.3
USR-10058,ORD-20240058,Москва,1,A,Мебель,SKU-7939-7,mobile,True,False,churned,2023-04-04,2021-01-07,2023-08-08 23:00,2,48.2,1.5,9,3.7,8.0,23.5,10,1907,34.0,50.5,Быстрая доставка,NONE,94.95,66.09,28.86
USR-10059,ORD-20240059,Екатеринбург,1,A,Электроника,SKU-5533-8,online,False,False,trial,2023-08-26,2021-06-26,2023-05-06 16:00,4,20.51,12.2,1,4.8,8.0,15.7,7,3490,19.0,116.9,,PROMO10,72.03,45.68,26.35
USR-10060,ORD-20240060,Казань,2,C,Одежда,SKU-1722-9,partner,False,False,paused,2023-07-23,2022-02-27,2023-02-27 20:00,5,30.18,8.0,9,3.8,0.0,40.7,8,2535,,79.0,,NONE,138.83,89.26,49.57
USR-10061,ORD-20240061,Самара,1,C,Мебель,SKU-1058-10,partner,False,False,trial,2024-02-04,2022-04-30,2023-05-28 08:00,3,32.26,9.6,9,5.0,10.0,22.4,10,4173,22.0,,Нормально,NONE,87.49,43.23,44.26
USR-10062,ORD-20240062,Екатеринбург,3,B,Электроника,SKU-6464-11,retail,False,False,paused,2023-08-06,2020-07-19,2023-11-13 19:00,3,57.26,8.8,9,3.6,2.0,24.0,8,2873,45.0,88.6,Нормально,SPRING24,156.66,93.44,63.22
USR-10063,ORD-20240063,Казань,2,A,Мебель,SKU-3143-12,mobile,False,False,active,2023-12-07,2020-09-26,2024-01-18 17:00,3,21.82,3.1,5,4.4,3.0,20.9,11,1824,58.0,50.7,Отличное качество,WINTER23,63.43,37.98,25.45
USR-10064,ORD-20240064,Екатеринбург,1,B,Продукты,SKU-5291-13,partner,True,False,trial,2023-02-08,2022-03-05,2023-12-27 15:00,3,41.64,11.9,9,3.7,6.0,40.1,11,1293,22.0,,Скидка сработала,NONE,110.05,84.33,25.72
USR-10065,ORD-20240065,СПб,2,A,Мебель,SKU-3647-14,mobile,False,False,active,2023-04-10,2022-10-02,2023-01-01 14:00,2,42.06,11.1,11,5.0,9.0,25.4,11,4769,35.0,54.2,Нормально,PROMO10,74.78,44.29,30.49
USR-10066,ORD-20240066,Самара,1,A,Продукты,SKU-8239-15,mobile,False,False,active,2023-10-16,2021-04-16,2024-01-22 13:00,3,90.52,4.1,4,3.3,3.0,11.9,6,4796,43.0,97.0,,PROMO10,260.43,164.41,96.02
USR-10067,ORD-20240067,Москва,3,D,Мебель,SKU-8007-16,mobile,True,False,trial,2023-09-11,2020-12-04,2023-12-14 23:00,3,21.03,3.3,2,4.6,1.0,11.3,11,4854,37.0,73.4,Дорого,NONE,61.01,38.19,22.82
USR-10068,ORD-20240068,Москва,1,A,Спорт,SKU-1158-0,retail,True,False,paused,2023-08-10,2021-12-26,2023-07-09 18:00,2,25.5,7.9,6,3.7,6.0,33.0,13,3386,58.0,261.7,Дорого,PROMO10,46.97,31.01,15.96
USR-10069,ORD-20240069,Самара,3,B,Спорт,SKU-2832-1,mobile,False,False,trial,2023-12-23,2021-11-01,2023-07-10 08:00,1,21.86,16.1,4,4.0,5.0,13.9,4,2972,66.0,58.9,,VIP,18.34,12.78,5.56
USR-10070,ORD-20240070,СПб,3,B,Книги,SKU-2232-2,retail,False,False,paused,2023-01-23,2021-01-03,2024-01-04 10:00,4,14.61,8.4,6,4.5,2.0,29.7,7,3922,44.0,,Нормально,SPRING24,53.53,28.06,25.47
USR-10071,ORD-20240071,Казань,1,D,Спорт,SKU-3442-3,online,True,False,active,2023-09-07,2022-11-14,2023-11-08 07:00,5,96.6,19.3,3,5.0,5.0,10.9,13,4997,66.0,48.6,Повторю заказ,PROMO10,389.78,243.41,146.37
USR-10072,ORD-20240072,Москва,1,B,Спорт,SKU-9938-4,partner,False,False,churned,2023-01-10,2022-06-09,2023-04-27 02:00,5,18.49,3.6,6,5.0,10.0,20.0,3,992,29.0,60.4,Нормально,SPRING24,89.12,64.39,24.73
USR-10073,ORD-20240073,СПб,3,C,Мебель,SKU-1590-5,partner,True,False,trial,2023-09-03,2021-03-31,2023-05-14 08:00,4,23.36,8.0,2,3.1,5.0,25.2,5,2386,24.0,17.9,Отличное качество,NONE,85.96,51.82,34.14
USR-10074,ORD-20240074,Москва,2,D,Одежда,SKU-7049-6,online,False,False,churned,2023-11-21,2021-11-02,2023-02-27 14:00,4,75.47,10.3,2,4.4,4.0,9.9,11,2240,20.0,,Повторю заказ,NONE,270.79,146.74,124.05
USR-10075,ORD-20240075,Новосибирск,2,B,Одежда,SKU-3426-7,retail,True,False,paused,2023-04-10,2021-09-14,2023-02-13 07:00,3,13.95,10.6,9,5.0,3.0,51.7,6,1476,,110.4,Отличное качество,NONE,37.41,24.92,12.49
USR-10076,ORD-20240076,Казань,3,B,Продукты,SKU-8041-8,partner,False,False,trial,2023-10-17,2022-04-14,2023-06-22 14:00,3,55.48,15.1,7,3.0,9.0,84.6,8,3407,51.0,,Скидка сработала,SPRING24,141.31,102.0,39.31
USR-10077,ORD-20240077,Новосибирск,1,C,Одежда,SKU-3088-9,retail,False,False,churned,2023-06-29,2022-09-18,2023-06-09 18:00,4,16.82,3.4,3,,0.0,40.2,9,389,42.0,33.4,Скидка сработала,PROMO10,64.99,30.6,34.39
USR-10078,ORD-20240078,Самара,2,D,Электроника,SKU-1685-10,retail,False,False,churned,2023-08-11,2022-03-13,2023-06-22 19:00,4,72.65,5.9,11,4.2,,33.2,7,999,52.0,42.1,,VIP,273.45,193.15,80.3
USR-10079,ORD-20240079,Казань,1,C,Книги,SKU-6050-11,retail,True,False,trial,2024-01-29,2021-09-04,2023-11-13 21:00,4,11.1,5.1,1,4.5,5.0,65.7,12,4620,33.0,20.2,Отличное качество,SPRING24,42.14,30.39,11.75
USR-10080,ORD-20240080,СПб,3,D,Спорт,SKU-6974-12,online,False,False,churned,2023-09-07,2020-09-28,2023-10-30 12:00,5,13.95,3.8,8,3.7,1.0,51.4,11,1855,,93.7,,VIP,67.1,40.41,26.69
USR-10081,ORD-20240081,Казань,2,D,Книги,SKU-1653-13,online,True,False,trial,2023-05-27,2020-12-15,2023-05-29 10:00,2,27.12,22.1,6,3.2,2.0,14.3,10,658,41.0,38.4,Быстрая доставка,PROMO10,42.25,32.72,9.53
USR-10082,ORD-20240082,Казань,1,A,Электроника,SKU-6862-14,retail,False,False,churned,2023-04-06,2020-11-28,2023-03-21 00:00,3,62.46,2.4,7,2.9,7.0,17.6,12,2763,27.0,59.6,Нормально,PROMO10,182.88,129.77,53.11
USR-10083,ORD-20240083,СПб,1,B,Спорт,SKU-4441-15,mobile,False,False,active,2023-09-14,2021-11-14,2024-01-09 15:00,6,35.98,12.9,9,4.9,9.0,32.0,9,3663,55.0,56.3,Повторю заказ,SPRING24,188.03,132.62,55.41
USR-10084,ORD-20240084,Самара,1,B,Продукты,SKU-5088-16,online,True,False,trial,2023-11-21,2021-05-18,2023-08-01 10:00,2,30.43,1.6,5,5.0,5.0,25.8,8,4986,39.0,117.9,,WINTER23,59.89,41.73,18.16
USR-10085,ORD-20240085,Казань,1,A,Электроника,SKU-2684-0,mobile,False,True,active,2023-01-04,2020-08-04,2023-07-22 05:00,2,76.73,0.9,1,4.4,2.0,36.7,9,1481,43.0,62.7,,VIP,152.08,75.99,76.09
USR-10086,ORD-20240086,Самара,2,C,Электроника,SKU-6794-1,mobile,False,False,active,2023-01-16,2021-07-15,2023-09-09 15:00,5,119.75,2.0,10,3.8,6.0,61.8,5,3731,60.0,86.8,Нормально,NONE,586.78,306.12,280.66
USR-10087,ORD-20240087,Самара,2,A,Книги,SKU-7658-2,retail,False,False,churned,2023-10-07,2021-12-01,2023-08-17 06:00,1,52.97,13.7,7,3.1,3.0,18.2,11,451,56.0,77.2,Дорого,VIP,45.71,27.57,18.14
USR-10088,ORD-20240088,Самара,3,B,Мебель,SKU-3532-3,mobile,False,False,paused,2023-12-02,2022-07-12,2023-06-13 11:00,2,25.98,11.0,5,4.6,8.0,29.0,9,2475,44.0,111.2,Повторю заказ,PROMO10,46.24,24.84,21.4
USR-10089,ORD-20240089,Москва,2,B,Книги,SKU-4878-4,mobile,True,False,active,2023-09-04,2022-09-25,2023-08-15 08:00,3,29.08,9.4,3,3.4,4.0,13.6,8,3222,46.0,54.2,Дорого,PROMO10,79.04,46.4,32.64
USR-10090,ORD-20240090,Екатеринбург,1,A,Книги,SKU-3662-5,mobile,True,True,active,2023-09-15,2022-08-26,2023-05-27 10:00,4,18.02,4.7,9,3.7,2.0,29.8,12,1537,64.0,140.0,Нормально,SPRING24,68.69,51.05,17.64
USR-10091,ORD-20240091,Самара,2,A,Одежда,SKU-3900-6,retail,False,True,active,2024-01-19,2021-11-02,2023-01-20 08:00,3,38.68,2.5,1,3.8,1.0,10.0,9,3093,55.0,24.7,Дорого,WINTER23,113.14,81.69,31.45
USR-10092,ORD-20240092,СПб,3,A,Электроника,SKU-7755-7,retail,False,False,paused,2023-06-09,2022-11-08,2023-02-16 19:00,2,14.94,15.4,1,4.1,10.0,20.2,8,882,37.0,88.8,Быстрая доставка,NONE,25.28,16.63,8.65
USR-10093,ORD-20240093,Екатеринбург,2,B,Книги,SKU-1406-8,online,False,False,paused,2023-12-06,2021-08-21,2023-08-21 22:00,4,49.58,2.0,1,3.7,1.0,38.3,13,4408,44.0,,Отличное качество,VIP,194.35,142.49,51.86
USR-10094,ORD-20240094,Самара,3,A,Электроника,SKU-3938-9,online,False,False,active,2023-06-01,2021-08-06,2023-11-01 08:00,3,110.28,6.9,3,4.2,2.0,9.2,12,4068,58.0,48.3,Скидка сработала,WINTER23,308.01,218.27,89.74
USR-10095,ORD-20240095,СПб,2,A,Одежда,SKU-6442-10,mobile,False,False,paused,2024-01-31,2021-05-17,2023-01-14 17:00,3,54.31,1.6,6,3.8,1.0,50.1,14,4935,71.0,78.0,Скидка сработала,NONE,160.32,94.84,65.48
USR-10096,ORD-20240096,СПб,2,C,Электроника,SKU-7745-11,retail,False,False,paused,2023-06-27,2022-07-05,2023-05-23 00:00,7,28.27,12.1,10,4.7,3.0,63.9,12,2566,37.0,77.7,,PROMO10,173.95,89.82,84.13
USR-10097,ORD-20240097,Новосибирск,2,A,Книги,SKU-5065-12,retail,False,False,paused,2023-06-12,2022-07-12,2023-01-01 16:00,4,48.9,14.7,11,4.9,1.0,46.5,11,3277,61.0,79.3,Быстрая доставка,PROMO10,166.85,103.39,63.46
USR-10098,ORD-20240098,Новосибирск,1,B,Электроника,SKU-5371-13,mobile,False,False,trial,2024-01-15,2021-05-13,2024-01-08 06:00,4,89.24,5.0,3,4.3,9.0,53.4,11,374,36.0,32.3,Повторю заказ,SPRING24,339.11,234.99,104.12
USR-10099,ORD-20240099,Казань,1,C,Спорт,SKU-3608-14,online,False,False,active,2023-02-02,2022-10-25,2023-02-23 02:00,3,86.81,3.9,8,4.5,8.0,27.5,11,4546,37.0,115.8,,SPRING24,250.27,148.67,101.6
